Usuario,Comentario,url_instagram
csanchep,"Llegó la hora del conflicto de interés, o no nos va a contar que le trabaja al grupo Errázuriz para quedarse con el litio que es de todos?",https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
patricio_m13,Estan en modo Leyenda 🇨🇱♥️,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
monicavictoria64,Jeannette Jara Presidenta 🔥😍🇨🇱,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
fc_mancilla,El mejor economista por lejos,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
_cxisxt.j,@fc_mancilla y el único que no habla de economía y solo se queja jjsjsjaj,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
fc_mancilla,"@_cxisxt.j obvio campeón, nada",https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
_cxisxt.j,@fc_mancilla una proposición no resuelve el enunciado :3,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
manuel.medgal,"@fc_mancilla un economista de verdad hablaría de diversificación y tecnificación de la economía para hacerla más productiva y fuerte, pero estos repiten como loros; menos impuestos, que trabaje más el obrero y hechar a todos los wnes de las municipalidades 😂😂",https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
albys_guerrero,@fc_mancilla pregúntale qué pasó con su última empresa 😂😂😂😂😂😂,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
lifeeonmars,Y para cuando explica su vínculo con Francisco San Martín,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
gaby_zurita_castillo,@lifeeonmars 👏👏,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
franm__m,"Espectacular 👏👏👏 aquí una emprendedora esperando que las cosas mejoren con uds. Este gobierno ha sido un desastre, cero apoyo! Queremos crecer, seguir trabajando en paz esforzándonos y ser un aporte, necesitamos las condiciones para eso. Dios le bendiga y le guarde @joseantoniokast la victoria es nuestra 🙌",https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
angelo2540,Somo muchos los emprendedores que queremos crecer y en este gobierno se ha puesto cuesta arriba el tener un negocio. Tengo la convicción que @joseantoniokast tirara para arriba el país 🙌🙌💪💪💪💪🇨🇱🇨🇱🇨🇱,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
franm__m,@angelo2540 Así es!! Que así sea 💪🏻 🇨🇱,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
crismithzava,"👏👏👏👏q gran equipo,kast pdte 🇨🇱",https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
lionkonj,"No es el mismo que agarró pal webeo boric por decir que Chile no crecería y luego las cifras demostraron lo contrario, el mismo que su consultora se gastó un 20% para promover eliminar las contribuciones ?",https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
farid.pavezz,@lionkonj no,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
lionkonj,@farid.pavezz no sabes quieres decir 😂,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
farid.pavezz,"@lionkonj no, usted se refiere a otro economista llamado Klaus Schmidt-Hebbel.",https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
lionkonj,"@farid.pavezz me hiciste consultar con CHAT GPT ✔ Detalles que lo confirman:
• Fue Jorge Quiroz quien criticó públicamente las proyecciones económicas del gobierno de Boric, diciendo que el crecimiento del país sería mucho menor, aunque finalmente el crecimiento fue superior a lo que él estimaba.
• También es Quiroz quien tiene una consultora que dedicó aproximadamente un 20 % de su trabajo (según él mismo) a propuestas de políticas públicas pro bono, como la eliminación de las contribuciones para la primera vivienda, medida que luego fue incorporada por el programa de José Antonio Kast. A VER QUÉ DIRÁS AHORA ?",https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
farid.pavezz,"@lionkonj Nada, al parecer tiene razón.
En todo caso ambas cosas me parecen irrelevantes para la discusión pública.",https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
lionkonj,@farid.pavezz dejémoslo en que tengo razón 😂 👌🏻 gracias,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
farid.pavezz,@lionkonj Parece que es todo un logro para ti…,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
andresnietosanchez,"@lionkonj Yo vi y escuche lo que dijo y chile no creció lo que debia crecer y no sabes com tantas cosas truchas si el número fue inflado o no, lastimosamente la realidad de las arcas de chile y la realidad de la economia se vera cuando vuelvan las verdaderas auditorias al banco central y a los indices que indiquen los auditores externos que se deben cruzar con los auditores internos y validar los numeros",https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
lizzette_896,"@farid.pavezz uff hay que dejarlo hay , discutir . Cuando la pobreza sube , el costo de la vida sube , y juran que subieron el sueldo mínimo nos hicieron un favor ?? A los empleados a los empresarios ?? NOS MINTIERON !!",https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
manuel_recabal,"@lionkonj y te sientes orgulloso al crecer 2,3% ??? para con sobre poner la ideología en pro del raciocinio. Las cifras no mienten.",https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
lionkonj,@manuel_recabal creciendo más que USA y todo Europa 😂 al mismo nivel de Australia! déjate de hacer show,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
manuel_recabal,"@lionkonj de que crecimiento me estás hablando hijo del chat gpt, analiza los datos chilenos. Esos son los que tienes que opinar..",https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
lionkonj,"@manuel_recabal jaja pobre wn 😂 anda a llorar a otro lado, saludos desde Turquía 😂",https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
catalina.a.h,Y mueve los papeles rápido para hacer como que trabaja😂😂😂😂😂,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
katherine_murua,#chiledespegaconkast 👏👏👏,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
princess.kingdom,"Bienvenido! ✨✨
A recuperar Chile🇨🇱✅
El candidato Kast y su equipo son los únicos con preparación y competencias necesarias que el país necesita.",https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
david.san2030,@princess.kingdom 😂😂😂😂😂😂,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
maurooobravo,@princess.kingdom bot,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
eli.coptero_,Le recomiendo que tome sesiones con fonoaudiologos,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
javito_020,Primero 🇨🇱 👌 👏 💪 🙏. A trabajar y defender la libertad 🗽🇨🇱,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
spilman_one,Copiando ideas a parisi ajjajaja te pasaste,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
manusepual_,Tráiganme una Urna para votar ya por #Kast y su equipo. 🇨🇱 #KastPresidente2026,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
david.san2030,@manusepual_ aqui te llevo una verga te sirve?,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
david.san2030,@manusepual_ C H U P A L O,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
claudia.ortuzar__sh,"José Antonio kast es el único candidato realmente preparado para recuperar nuestro país,para aportar de forma positiva a nuestro país,un hombre inteligente, culto y con gran conocimiento para reactivar la economía de nuestro país, José Antonio kast,es el próximo presidente,2026, decretado 🙌🙏🇨🇱❤️",https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
dariopatriciopb,@claudia.ortuzar__sh 😂😂😂si como no,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
crisscoach,@claudia.ortuzar__sh gracioso porque Kast en la práctica es súper comunista pero tiene un discurso de extrema derecha jsjsjs,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
blaksigual,🌶🌶🌶🌶,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
david.san2030,@claudia.ortuzar__sh a😂😂😂😂😂 anda a cuidarle el fundo al patron o estas en horario de colacion,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
maurooobravo,Inteligente? Jajajajaja la mina chistosa... y recuerda #kastnuncaserapresidente,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
tomando.te.de.peperina,"@claudia.ortuzar__sh ¿Porfa, me podría explicar qué es lo que van a recuperar?",https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
claudia.ortuzar__sh,"@tomando.te.de.peperina Felipe tu súper presidente Boric te hizo creer que venía para sacarte de una Crisis económica,d3lictual y social,para llevarte aún bienestar que nunca te dio y jamás te dara,en la pasada se ro-bo todo y quebro el país, Boric el líder del gobierno de la economía empobrecedora, Boric te ro//bo hasta la dignidad que tanto te prometio",https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
kloowv,@claudia.ortuzar__sh su economista fue el que hizo la colusión del pollo,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
almodopetermartin,"Pero seguir inflando rendiciones ante el @servel.chile con empresas de papel, precios sobre el mercado, y servicios no prestados, no ayuda en nada. Menos si con ello, llevan a candidatos electos que terminan vinculados al robo de cables, corrupción y delitos sexuales a menores.",https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
gaby_zurita_castillo,@almodopetermartin 👏👏👏👏,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
jawsker,Chile con un 6.5% 2do país con menos pobreza en américa del sur. Argentinos libertarios con un 55%. Gracias BORIC 🇨🇱🔥,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
chivalen30,"@jawsker esos no son los numeros reales, estan asi que el gobierno entregara la info en enero .. cuando debia entregarlo este mes, que ocultan? Que pobre esta chile?.. 8,9 % de desempleo, 10% de desempleo en mujeres... Solo con estos minimos datos ya se ve que no es un 6.5 😎👌",https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
phgutif,"@jawsker argentinos libertarios hace cuanto?? Estudia un poco el por qué llegaron a esa cifra, gente útil tu estado benefactor y empobrecedor los tiene donde tienen que estar.",https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
jawsker,@chivalen30 que raro porque Biobío público la noticia hace 6 días confirmando que la cifra corresponde a mayo de 2025. cuál es su fuente?,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
miguelcontrerascorrea,@jawsker Fuente confiable Bío Bío??😂😂😂😂😂😂😂😂😂😂,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
jawsker,@miguelcontrerascorrea cuál es tu fuente de que no es así?,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
diegomandiolaromero,"@jawsker la ignorancia en tu comentario. Milei recibió un país en el suelo gracias a la izquierda argentina, en cambio, Boric recibió un país bien parado, gracias a la derecha.",https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
catalinajfa13,@jawsker estamos claro que el kichnerismo dejó en reunías a argentina cierto jajajaja,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
jawsker,@catalinajfa13 y con milei están mejor supongo,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
rociretamalm._,"@jawsker jajajajaja que ignorancia tan tremenda, argentina llevaba AÑOS sumido en extrema pobreza, de a poco milei ha logrado regular eso, que será un trabajo de más de una década. Decir que es por el liberalismo siendo que no lleva ni un gobierno en el mando es irrisorio🤣",https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
jawsker,de dónde saca esa info? del mismo Milei que promete comida y estabilidad en 35 años?,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
felipe.galleguillosbriceno,https://www.instagram.com/reel/DMjEnt9yMdZ/?igsh=aHZhb2VnN2l0cXNq,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
topofactos,Jorge Quiroz!!! Lo máximo!!! Gracias!!! Viva Chile! Gracias Señor 🙌,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
graciromero74,Kast presidente 👏👏👏🇨🇱🇨🇱,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
david.san2030,@graciromero74 😂😂😂😂PRESIDENTE DEL PICO,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
solounmelomano,😂😂😂😂😂 MENTIRA,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
nicosalinasc,🇵🇦🇵🇦🇵🇦🇵🇦,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
nicosalinasc,🇵🇦🇵🇦,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
real_d4_life,Vayan a pelar cable a Panamá,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
771024_,Saque a los extranjeros hasta cuándo estamos chatos,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
monicavictoria64,@771024_ el busca el voto de los venecos !!! No los sacara,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
seergiolmt,Kast 2026🇨🇱🇨🇱🇨🇱🇨🇱,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
seergiolmt,🇨🇱🇨🇱🇨🇱🇨🇱,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
doloresoliden_biobio,"Un millón de personas desempleadas, si consideramos un grupo familiar promedio de 3 a 4 integrantes, eso significa que alrededor de 3 millones de chilenos viven con angustia, preocupación diaria e incertidumbre sobre el futuro.",https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
solo.dime_davo,Este si que es un economista de verdad 😮😮😮🔥🔥🔥👏👏👏,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
viviana_morales_a,Excelente incorporación! Bienvenido Jorge Quiroz 👏👏👏👏👏👏,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
david.san2030,@viviana_morales_a 😂😂😂😂 PREGUNTALE POF PENTA,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
josetomasbilbao,🔥🔥👏👏,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
crazynurse2019,"Quiero orden y seguridad, progreso con crecimiento económico, más y mejor trabajo para todos, control de las fronteras, basta de abuso por parte del Estado, basta de romantizar la Narcodelincuencia, el terrorismo... Jara no representa NADA de lo que yo quiero para mí, para la familia ni para el país!!! Obvio votaré por el mejor preparado, con gran trabajo en equipo y excelentes propuestas, o sea por Kast y Republicanos 👌🏻",https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
marcos_lopez13221322,Mati un video de todo lo rechazado de los comunistas en seguridad,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
mono_fenixx,Estamos empantanadisimossss LOS NEGOCIOS ESTAN DESAPARECIENDO ....😔😔,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
joce_lourdes,👏👏👏,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
marcos_lopez13221322,🇨🇱🇨🇱,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
seba_aravena__,#ChileDespega #KastPresidente 🇨🇱💪🏻,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
david.san2030,😂😂😂😂,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
yeye8937,👏👏👏👏👏👏👏,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
josemiguelbolados,👏👏👏,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
eduardorojas_concejal,👏👏👏 #kast2026,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
polybius2005,👏te amo kast,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
david.san2030,@polybius.05 anda a cuidarle el Fundo,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
polybius2005,@lion.215121 dile eso a tu vieja que lo tiene mas reventao que venezolano sin papeles,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
david.san2030,@polybius.05 anda cuidarle el fundo al patron con perrito faldero,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
luisfelipesalasgorboi,👏👏👏👏,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
andrescolomaramirez,👏👏👏👏👏,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
chichivergarasoruco,👏👏👏,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
maquinariaspg,Dream team #Chiledespega 🙌🇨🇱,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
roxgala29,👏👏👏❤️,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
zunildamagalymerinomerino,Excelente 👌🇨🇱,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
pololadeleon,👏👏👏,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
seergiolmt,Vamos 🔥🔥🔥,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
seergiolmt,🔥🔥🔥🔥,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
cristian_7713a,👏👏👏 kast presidente 🇨🇱,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
david.san2030,😂😂😂😂😂😂,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
benjax95,🔥🔥,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
j_nazza_paint,El sueldo en utm o uf 🔥,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
leonardoalexander1985,"Cuando sacan a claudio Orrego? Que pasa con larrain? Finalmente no hacen nada... Perderán votos sino dan una señal concreta, son puras luces, como todos, queremos formalizados y presos.",https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
alokerosushii,👏👏👏la vida la vída es un carrusellll,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
cam.ceatolei,👏👏👏👏👏👏,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
jjorqueral27,👏👏👏👏👏,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
geobasso,👏👏,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
patriciaguzmancerda,"Que hará con todos los médicos extranjeros en hospitales que literal matan pacientes porque no saben nada ? Que hará para que carabineros vuelva a poner orden en todo sentido ,porque ya ni siquiera sacan parte a los que se estacionan al medio de la calle . Que hará con tanto cargo público, antes era alcalde , gobernador , ahora alcalde , delegado provincial , gobernador . El estado sigue creciendo y con gente que ni siquiera es profesional etc etc ....",https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
latamotour,👏👏👏👏👏,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
lucas.madariaga.flores,👏🏼👏🏼👏🏼,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
wordinaries,Qué será de Don Jorge Quiroz?,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
javimunozdi,Por que arrastra tanto las palabras para hablar jajaja me desespera😅😅,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
jorgasba,🔥🔥🔥🔥,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
gonzalo_saavedra_e,👏👏👏👏,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
thomas.kr96,👏👏❤️,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
d.aceituno31,👏👏👏,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
isolinanavarrete,❤️❤️❤️❤️,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
sabas_montero,Equipazo 👏🇨🇱,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
bellota_uc_,👏👏👏👏👏👏,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
catalina_vera_concejal,Se pasó 🙌🔥👏,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
fonchiiiiii,Excelente 🙌🔥,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
francisco.j.hidalgo34,👏👏👏👏👏👏👏❤️🔥🇨🇱,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
alejandra_alvarado_diaz,🤩🤩🤩🤩,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
phalacrocoraxgutural,este es el que boric intentó cagarse 😂,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
josefariveros45,👏👏🙌,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
carobassket,Vamos mi presidente .... vamos futuro ministro de hacienda....,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
yohenkari,Vamos presi con todo!!!! ❤️,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
