Usuario,Comentario,url_instagram
franm__m,Fuente: de los delirios,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
jose_machuca_t,🌶🌶🌶🌶🌶,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
jasminavegacamus,Fuente www.laranamalvada.com,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
n_diaz11,Andas pendiente zurdito y tu fuente de los deseos,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
chicarios1964,Penta??? 😂😂😂😂,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
owirtz19,"Anda asustado porque en el próximo gobierno tendrá que trabajar, y no podrá vivir del trabajo de otros, como le gusta al zurderio 🔥",https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
manuel.medgal,"https://www.ciperchile.cl/2025/07/02/principal-asesor-de-las-cuentas-de-campanas-de-kast-y-el-partido-republicano-fue-formalizado-en-caso-penta-por-emitir-boletas-para-moreira/ pa los que dicen que es falso, CIPER hace periodismo de verdad no como la TELE 😂😂",https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
chicarios1964,"Ciper: ""Eduardo Montalva fue encargado de asesorar a Kast en las rendiciones de su campaña a la presidencia en 2021, ha colaborado con ocho candidatos del Partido Republicano y es asesor de esa colectividad..."". No aparece mencionado para NADA el Sr. Quiroz al que hacen referencia en este posteo. Ciper podrá hacer periodismo pero sus lectores no postean información acorde a la noticia publicada.",https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
panchofernandezflores,"JAK PRESIDENTE 2026-2030, ¡¡¡VAMOS QUE SE PUEDE!!!!💪🇨🇱👍🇨🇱",https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
arielblsphmy,Mejor evadamos impuestos con paraísos fiscales en Panamá😍🇨🇱,https://www.instagram.com/reel/DL7JJgmOBR-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
