Usuario,Comentario,url_instagram
manofactura_casera_,"El es mi presidente ,con el me identifico , un hombre inteligente , capaz de levantar al país",https://www.instagram.com/p/DLxOBKiulEM/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
goldeh_k99,@manofactura_casera_ capaz de mandar el país a la re mierda y sin ningún miedo de hacer mierda a las mujeres 😍😍,https://www.instagram.com/p/DLxOBKiulEM/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
ameliamacauliffe,🇨🇱❤️,https://www.instagram.com/p/DLxOBKiulEM/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
alexsaimenfloressoto,Yo voto por kast,https://www.instagram.com/p/DLxOBKiulEM/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
kloowv,MENTIRAS,https://www.instagram.com/p/DLxOBKiulEM/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
juliagonzalezvelasquez,Con todo mi presi👏👏❤️,https://www.instagram.com/p/DLxOBKiulEM/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
tripleader_mauricio_toran,Kast será nuestro próximo Presidente 👍🇨🇱,https://www.instagram.com/p/DLxOBKiulEM/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
pulgarlidia,🙏🙏🙏🙏🙏,https://www.instagram.com/p/DLxOBKiulEM/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
claupker,así será,https://www.instagram.com/p/DLxOBKiulEM/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
pavlo_21,"No, no lo será",https://www.instagram.com/p/DLxOBKiulEM/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
coraly___,"Sería lo Peor para ti y para todos, me da pena que haya tanta ignorancia y se dejen llevar solo por palabras vacías.",https://www.instagram.com/p/DLxOBKiulEM/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
h3cgall,Y en materia de pensiones? Salario laboral ? Educación? Salud ? Esos temas también le interesan a la gente. Otra cosa es que usted quiera aprovechar a su favor el problema de la delincuencia para llegar a la moneda.,https://www.instagram.com/p/DLxOBKiulEM/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
isidoris84,Voto por ti Kast 👏👏👏🇨🇱🇨🇱🇨🇱,https://www.instagram.com/p/DLxOBKiulEM/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
crazynurse2019,"Quiero orden y seguridad, progreso con crecimiento económico, más y mejor trabajo para todos, control de las fronteras, basta de abuso por parte del Estado, basta de romantizar la Narcodelincuencia, el terrorismo... Jara no representa NADA de lo que yo quiero para mí, para la familia ni para el país!!! Obvio votaré por el mejor preparado, con gran trabajo en equipo y excelentes propuestas, o sea por Kast y Republicanos 👌🏻",https://www.instagram.com/p/DLxOBKiulEM/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
patriciaangelicag,👏👏👏👏👏👏🇨🇱🇨🇱🇨🇱,https://www.instagram.com/p/DLxOBKiulEM/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
graciromero74,Dios bendiga a kast próximo presidente de chile 👏👏👏,https://www.instagram.com/p/DLxOBKiulEM/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
ghandi_yulius,@graciromero74 bot,https://www.instagram.com/p/DLxOBKiulEM/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
trefecio_adams,@graciromero74 Dios bendiga a kast y te bendiga a ti preciosa,https://www.instagram.com/p/DLxOBKiulEM/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
goldeh_k99,@graciromero74 me río toa la nochee,https://www.instagram.com/p/DLxOBKiulEM/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
patriciaangelicag,Presidente para que sea fuerte y mande pa su a todos los que no tienen documentos pa fuera,https://www.instagram.com/p/DLxOBKiulEM/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
patriciaangelicag,Que salga kat,https://www.instagram.com/p/DLxOBKiulEM/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
iradiferrada,Kast es todo lo que está bien ❤️‍🩹,https://www.instagram.com/p/DLxOBKiulEM/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
imirae___,"Si amiga, estará mejor cuando te quite los derechos bb❤️",https://www.instagram.com/p/DLxOBKiulEM/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
rodrigoo.iignacio,no esta bien evadir impuestos. 😂😂😂,https://www.instagram.com/p/DLxOBKiulEM/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
fran.ibarra_l,Es todo lo que está bien piteado y negacionista.,https://www.instagram.com/p/DLxOBKiulEM/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
magdabarped,Vamos mi presidente KAST 👏👏👏,https://www.instagram.com/p/DLxOBKiulEM/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
ceciliamoragalavayen,"JAK PRESIDENTE. No hay otra que Republicanos para volver al crecimiento de Chile. JAK tiene el coraje, inteligencia, voluntad y valentía para pararse dw frente al la izquierda destructora.",https://www.instagram.com/p/DLxOBKiulEM/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
yasnajaramillocore,José Antonio Kast el Presidente que Chile necesita 🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱,https://www.instagram.com/p/DLxOBKiulEM/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
soniavasquezr,@yasnajaramillocore 👍,https://www.instagram.com/p/DLxOBKiulEM/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
virgyn21,@yasnajaramillocore y que por favor sea amigo de Bukelle,https://www.instagram.com/p/DLxOBKiulEM/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
stormy_jm,Yo voto Kast Presidente ❤️🇨🇱❤️🇨🇱❤️,https://www.instagram.com/p/DLxOBKiulEM/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
_strange.human____,Se viene Kast 2026 🇨🇱🙌🏻,https://www.instagram.com/p/DLxOBKiulEM/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
9867 Me gusta,,https://www.instagram.com/p/DLxOBKiulEM/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
"Más publicaciones de joseantoniokast
10,7 mil
4314",,https://www.instagram.com/p/DLxOBKiulEM/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
"10,7 mil
4314",,https://www.instagram.com/p/DLxOBKiulEM/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
Español (España),"Inicio
Búsqueda
Explorar
Reels
Mensajes
Notificaciones
Crear
Perfil
Más
También de Meta",https://www.instagram.com/p/DLxOBKiulEM/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
Mensajes,Mensajes,https://www.instagram.com/p/DLxOBKiulEM/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
