Usuario,Comentario,url_instagram
angelesmaap,👏👏👏vamos kast!!!! #kastpresidente,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
dubelloy,👏 a recuperar Chile 🇨🇱,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
kelaltamirano,🙌🇨🇱,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
anniboli88,Ahi que traer devuelta el peloton de fusilamiento y los castigos corporates en las carceles. Castigos corporates como los de Singapore.,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
carol71andrade,👏👏👏👏👏🇨🇱🇨🇱kast,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
jlete66,"Grande JAK , Republicanos y todo su equipo de trabajo. Por un Chile libre y soberano👍🏻👍🏻👍🏻🇨🇱",https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
maritza_pobletespa,"Un bukele urgente que se pueda andar libremente por las calles , en la casa",https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
marcelosoto955,LO QUE CUESTE HAY QUE HACERLO,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
ceciliagrant7,Se siente Kast Presidente!!!!🇨🇱🇨🇱,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
srolimet,Agua y pan con trabajo forzado picando.piedras,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
claudia.ortuzar__sh,"Mi presidente Kast,lo que se necesita es endurecer, modificar y actualizar el código procesal penal, tenemos leyes muy blandas, también se necesita una limpieza profunda en el poder judicial, sistema judicial, corte suprema y fiscalía!!",https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
cleartver,Primero una limpieza de extranjeros ilegales en Chile con operativos de fuerzas armadas,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
sandracastro647,Ese es mi presidente 👏👏👏 Kast con todo 💪💪💪🇨🇱🇨🇱🇨🇱,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
grabielver,🇨🇱✌🏻VOTA POR CHILE! #VotaKast 🇨🇱,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
idarosarioreyesherrera,Vamos a limpiar Chile Kast es él único que puede hacerlo ❤️🇨🇱👏🤝,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
angelica_marianyelis,Error Error y Error ...JKaiser siiii !!! Y ninguno más!!,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
rodry_fariasg,yo opino lo mismo,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
joe__aedo__,@angelica_marianyelis ✌🏻💩💩,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
barbaritap.g,@angelica_marianyelis no de vergüenza ajena en redes sociales xd,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
caballin1971,😂😂😂😂😂,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
chany.riv,@angelica_marianyelis 😂😂😂😂😂😂,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
nicklasrock,Jajajajaja hazte ver,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
mayiiiitooo1,😂😂😂😂😂😂😂😂😂 tan limpio que quiere indultar a las valientes soldadas 😂😂😂😂😂😂😂 imagínate lo limpio que es que tiene tratos con ladrones 😂😂😂😂😂😂😂,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
atimecer,"SEÑOR KAST, UD. ES SIMPLEMENTE MARAVILLOSO 💪💪
GRACIAS POR LLEVARNOS A RECUPERAR NUESTRO CHILE QUERIDO",https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
el_informador_argumentado,"El fatal error de Kast fue tirarse a candidato presidencial. Pretende subir la edad de jubilación, eliminar la indemnización por años de servicio y encabeza un partido que se opuso a todas las leyes que beneficiaban a la gente.",https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
chany.riv,@el_informador_argumentado 😂😂😂😂😂😂😂,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
hilda_mm23,@el_informador_argumentado 😂😂😂😂😂😂😂😂😂😂,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
soledad.h.riquelme,"Usted es tonta o no ha visto lo que este chico quiere aumentar la edad de jubilación de las mujeres , quitar la PGU y muchas cosas más",https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
mayiiiitooo1,@chany.riv jajajajaj imagínate ser mujer y apoyar al que te quiere volver a mandar a la cocina sin salir de ese lugar 😂😂😂😂 ojalas salga para que nunca más salgas de la cocina 😂😂😂😂😂😂,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
mayiiiitooo1,Ojalas salga para que no vuelvas a poner un pie fuera de la cocina pido a Dios que eso pase así que andaré preparando y prepárame el desayuno y te apuras que quiero el te bien caliente,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
acarlosrodrigos,"Los zurdos y chile vamos , están desesperados por que ya saben que no tienen posibilidad en noviembre , viva republicanos y a recuperar chile con mano dura a los malulos .🤘😎🇨🇱🪖🪖🪖🪖🪖😎😎",https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
curi99b,@acarlosrodrigos el cuico,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
k_arla_moya,En el desierto hay miles de ectareas para construir una tremenda cárcel como la de bukele y se acaba la cosa todos los delincuentes perpetua y se acabo,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
malelifigue,Denme una urna ya! 👏🔥🙌🇨🇱,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
malelifigue,Ojalá que sea número 2 en la lista nuevamente para seguir cantando Vota 2 Vota Kast Vota 2 Vota Kast 😎 Hasta ahora no existe mejor jingle que ese 😂,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
caezon213638,👏👏👏,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
jeison_andre85,🙌🙌🙌,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
denniswladimir,"Ojalá podamos verlo en Molina ,trabajar codo a codo para celebrar en noviembre",https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
ignacio_m_ojeda_22,KAST PRESIDENTE,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
cecilia.quiroga.7528,"Estamos contigo ,dale que se puede😍",https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
itagle_,"AYUDA CON EL Maltrato DE ANIMALES POR FAVOR , leyes severas y cárcel !!! Fortalecer la tenencia responsable y fiscalización !! N😍",https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
karito.andrea04,🇨🇱🇨🇱🇨🇱🇨🇱,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
carlosbrionesbravo,Replique las ideas de bukele en seguridad,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
prieto.tere,👏👏,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
angeldeibiza2,Invita a Bukele a Chile Kast 🇨🇱👌 cuando salgas Presidente 🇨🇱🇨🇱🇨🇱👌👌👌🫵🫵🫵👏👏👏💪💪💪👍👍,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
elizabeth___ascui,KAST NUESTRO FUTURO PRESIDENTE SALVEMOS NUESTRA HERMOSA PATRIA DEL COMUNISMO 😍,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
cattita_22,Mi presidente!!!😍❤️,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
zara_77721,👏👏👏,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
chrisppl60,"Más protagonismo por favor, ni un centímetro de ventaja a la comunista",https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
annyalmuna,🇨🇱,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
brunetlolamaria,Obvio KATZ PRESIDENTE,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
ingriid.va,👏👏👏👏🇨🇱,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
utyramirez,🇨🇱👏👏🇨🇱,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
patricia.caban,👏👏👏🇨🇱,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
rosita_rodriguez_vergara,👍👍👍👍👍👍👍👍👍👍👍👍🇨🇱🇨🇱🇨🇱,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
juanin__28,Poner a trabajar a los presos igual que en el.salvador ..,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
carmen21840,Limpia tu imagen primero en panama,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
elyzabethoyarce,Kasf presidente de Chile bamos con todos vendiciones,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
eduardo_ocampos_elo,SIMPLEMENTE KAST AHORA 🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
jimmyjhonroaraya,💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯👍👍👍👍👍👍👍👍👍👍🫡🫡🫡🫡🫡🫡🫡🫡🫡🫡,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
setna_ra,👏👏,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
elsacybelle,👏👏👏👏🙏🙏🙏,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
poisonpink62,😍😍😍😍😍,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
ariasringele,"Lo primero . Expulsar a TODOS los ilegales , y ordenar este país caótico",https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
alejandra._87,"De nosotros, los chilenos depende hacer el cambio, dios quiera que ganemos y sea usted el nuevo presidente de Chile ❤️🇨🇱",https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
ernalavinia,Y más cárceles por favor,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
gabita_dkm,👏,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
pily_meli_alme,👏👏👏👏👏👏🙌🇨🇱,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
nativo_nativo,aumentar las penas a los de lincu entes 💪🇨🇱,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
t.ffpc_,"Ayuda con el MALTRATO ANIMAL 🙏🏻 se necesita también UN PLAN DE ACCIÓN CLARO, con leyes estrictas y penas fuertes.",https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
antartika_pink,"Si sale presidente, ojalá prumulgue o active una ley para sacar a la gente en situación de calle , los sacan y regresan.",https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
diegolsilvam,🙌🇨🇱,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
armandojose31_ar,👍👍👍💪,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
ernest2112,Mucho texto,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
infame.mimo,"José Antonio Kast dice condenar la dictadura en Venezuela pero defiende la que sucedió en su propio país, se hace llamar cristiano pero justifica las violaciones a derechos humanos, dice querer acabar con el crimen organizado pero se opone al levantamiento del secreto bancario.
Su verdadera prioridad son los intereses de los grupos económicos pertenecientes al 1% y levantar el secreto bancario expondría las irregularidades que ahi suceden.
No se pierdan, la hipocresía y el pinochet¡smo no pueden gobernar.",https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
7ndrn7,Aplicar pena de muerte mi niño seria lo ideal,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
mary_morgado_morgado,Pena de muerte para los que asesinan.,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
sensei_fonseca,Por un cárcel en el fin del mundo💪🇨🇱,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
cototapia,🇨🇱,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
victorvarela2050,👏👏👏👏👏,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
_ja.vi.er_b,🇨🇱🙌💪,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
kari.espi,Vamos 👏👏👏👏,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
cookazer0,🙌🙌💪,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
kaprev.avb,"La tiene clara, siempre la ha tenido, voto kast🇨🇱",https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
miguelangel42346,Vamos kast fuerza,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
r.hernanarancibia,"También debería considerar, eliminar los sindicatos en Gendarmería.",https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
luisa.campano,Vamos con todo a ganar en primera vuelta,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
limaindiaromeo,Que regrese la Pena de muerte 💀,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
leiva_cristina_,👏👏👏💪💪,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
_yayitaconfecciones,"Si por favor, 👏👏👏👏👏",https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
keviin.daniiel01,Y la Jara quiere que hagan trabajo comunitario 🤣,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
hilda_mm23,@keviin.daniiel01 Pero con amor...😂,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
keviin.daniiel01,😂😂,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
ceciliaolivarimendez,A LIMPIAR EL PAIS NUESTRO MARAVILLOSO!!! KAST SIEMPRE KAST 🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱👏👏👏👏👏,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
marcepujollanos,Voy por Kast!!!🇨🇱,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
makita.vp,Una consulta a mi futuro presidente Kast va a haber retiro de las AFP? Ya k hay personas k necesitan con urgencia para pagar deudas y operaciones y el pais como lo va a dejar Boris en la ruina toda la clase media,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
j4vier_bj8.2,@makita.vp 😂😂😂😂😂😂,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
j4vier_bj8.2,@makita.vp trabaja,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
perfilfalsou111,"@makita.vp ni aunque el quisiera,eso debe ser aprobado por varias personas y es imposible para cualquiera al mando",https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
charquiplay,charquiplay,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
makita.vp,@j4vier_bj8.2 obiamente desde k tenia 7 años casi toda mi vida por algo la consulta no le parece lógico? Mi dinero k tengo en la afp la kiero en vida no en muerte,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
makita.vp,@j4vier_bj8.2 y las preguntas wnas hágamelas con criterio por favor trabajo en seguridad vigilante privado para ser exacta años de experiencia y trabajo iluso si no sabe a quien se va a referir mejor No Opines Fin del comunicado 💪🏻,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
j4vier_bj8.2,@makita.vp pero si Kast no quiere que tengas el dinero de la afps,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
joe__aedo__,"@makita.vp infórmese la idea es que la inflación baje, cómo se ha conseguido estos años .. les e informese",https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
makita.vp,@joe__aedo__ si el país esta en crisis económica por culpa del Boris de tantos Robos k tiene k ver la plata de los fondos de la gente por dios,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
chrinnsaraya,@makita.vp hola. Es por el dinero circulante . Si aprueban eso que menciona de un día para otro la gente tendrá dinero para gastar en lo que se le plasca. A más demanda de las cosas. Con la misma oferta los precios suben. Es como que todo chile rompiera su chanchito al mismo tiempo y se pusiera a gastar. Eso haría que nuevamente la inflación suba de golpe ( devaluación de la moneda),https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
