Usuario,Comentario,url_instagram
makita.vp,@chrinnsaraya que ilusa es por los robos Billonarios del presidente Boris tienes k ver la realidad mija mira que cuando estaba mi querido presidente Sebastián Piñera a todos nos toco ayuda e comunismo destruye si No aman a chile vállase,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
ydderfosama,"@makita.vp dice ,que eres una floja resentida , que nada es gratis y que te levantes .as temprano 😂😂😂",https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
ydderfosama,"@makita.vp ooohhhh que es h...........na 😂😂😂😂😂, gana el mínimo y se cree republitarada 😂😂😂😂😂",https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
makita.vp,@ydderfosama hay por dios yo trabajo desde mi 7 años inepto y actualmente en mi trabajo k me da el sustento es algo k ustedes los comunachos No entienden a ustedesles regalan las cosas a mi nunk jamas vea mi perfil para k por último te informes un pico antes de opinar estupideces,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
erikita0915.eo.eo,"porfavor salvar santiago , esta muriéndose 😂",https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
mdzc._,👏👏👏👏,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
jimefarias,👏👏👏👏👏👏👏,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
loretasearovic,👏👏👏💪🏻💪🏻💪🏻💪🏻💪🏻,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
alombralis,Acuerde de puente alto mucho narcotrafico,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
maye1385,🔥🔥🔥,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
djgenezi_leonelflores,👏👏👏👏,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
brujildaroja,👏👏👏👏,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
tributo.vicentef,👏👏👏👏👏,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
don_tekila,don_tekila,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
icancinob,👏👏👏👏👏👏👏,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
marcelalagosvargas,👏👏👏👏🙌,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
youpariskh,Con todo esto jajaja no dice nada 😂😂 no le creo nada,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
david__usc,@youpariskh y quien necesita a alguien como tu para creer si mírate tu primero,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
youpariskh,@david__usc lo@mismo digo ?,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
victor1990.34,"@youpariskh ¿Como que no? tu comprensión lectora no la tienes activada al parecer, me da la impresión que prefieres creer a la comunista Jara, la continuidad de un gobierno inútil.",https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
pablo.lapostol,@youpariskh le crees más a la comunista? 😂😂,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
youpariskh,@victor1990.34 no,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
pablo.andresj,@youpariskh cuando no estés volao lee alomejor después de que se te pase lo entiendes 😂,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
selena31963,@youpariskh a quien le crees a la Sra rojita que todo lo va a solucionar con amoooorrrr ...,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
youpariskh,A ninguno !! Le eh enviado mensaje a kast ni responde está demás decir que 😨 le cuidar a los intereses a los privados !!,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
youpariskh,😂volao jejeje querido Pablo no diga eso !! No ataque a la gente por que recuerde que el que ataca es rojito !!!! Ojo,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
guidoacr,@youpariskh chao,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
tm_isvv,@youpariskh pero si le creíste al boric y eso que casi no ah cumplido nada 😂,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
youpariskh,Yo no voté por boric !! Por que la gente siempre supone ? Ven que son inocentes !!,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
claudiandreab,@youpariskh prefieres tratar con amor a los delincuentes y trabajo social,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
youpariskh,Yo no soy el que legisla y hace las leyes es trabajo de los políticos que no se les escape de las manos esto viene pasando más de 4 años con piñera con Bachelet con boric !!,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
marcelupiz,Siiii como Bukele !,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
jpablovallerojas,👏👏👏💪🏼💪🏼💪🏼💪🏼,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
jacky5toledob,👏👏,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
jacquelinesalin,👏👏👏👏,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
ingrivana,❤️,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
urbanph.z6,👏👏👏,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
gabrielaadsg,N3cesitamos recuperar a Chile 😢,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
carmen.searle,QUERIDO José Antonio: tienen que lograr cambiar enviarte el sistema procesal penal d,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
hilda.b.hernandez.1,"Siga adelante, futuro presidente de Chile, para recuperar nuestra patria . Ya fue suficiente. Votaremos con sentido común 👏👏👏👏",https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
julietcrtryt,👏👏👏👏👏👏👏👏,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
carmen.searle,Me quedó pésimo el escrito. Cambiar en parte el sistema procesal penal creado entre otros por la Alvear,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
iamjuanma.gl,👏👏👏👏👏,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
velozo.h.patricia,"Y para seguir la ruta del dinero de los traficantes, va a facilitar el acceso al secreto bancario?",https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
joe__aedo__,No creo que le convenga .. a todo esto el tiene todo en panamá,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
veronica_bascour_hayashi,"Presidente, Impulse el cambio de la reforma procesal penal....es Urgente!!!!",https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
flaka_s,Eso!! 🙌,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
isidora.j,En primara vuelta se gana,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
any.clunes,any.clunes,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
danytorres0380,Tiene mi voto,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
gracyzednem,👏👏👏👏👏,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
mraa_1971,👏👏👏👏,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
felipe30142,El vendedor de humo..vamis.vamos.vamos vamos....😂😂😂😂😂,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
01.328994,KAST PRESIDENTE. PENSANDO EN TODO❤️❤️🙌👏👏,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
nancy98454,nancy98454,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
aambiado,👏👏👏👏👏👏👏👏👏,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
patty_leoncita,NECESITAMOS CAMBIAR EL CÓDIGO PENAL,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
chrismora.cl,"¿Hasta cuándo vamos a seguir normalizando el desastre?
Este gobierno ha fracasado en todos los frentes: delincuencia desatada, economía por el suelo, salud colapsada y una educación sin rumbo.
Nos prometieron justicia social, y hoy estamos más divididos, más endeudados y más inseguros que nunca.

Gobernar no es imponer ideologías.
Gobernar es resolver los problemas reales de la gente.
Y Boric y su equipo no solo fallaron en ejecutar.
Fallaron en escuchar, en liderar y en proteger a Chile.

Y ahora, como si nada, pretenden vendernos la continuidad, con los mismos rostros, las mismas recetas fracasadas.
No se equivoquen: Janet Jara es Boric 2.0.
Detrás de su sonrisa amable, viene exactamente el mismo proyecto ideológico, autoritario y profundamente incompetente que ya nos tiene de rodillas.

¿De verdad queremos terminar como Venezuela o Cuba?
¿Dónde el Estado se mete en tus cuentas, te controla lo que ganas, lo que gastas… y hasta lo que piensas?

Esto no es exageración.
Nicolás Maduro lo dijo abiertamente:

“Vamos a destruir Chile por medio del comunismo.”

Y no lo decía en broma. Ya lo están haciendo.
Paso a paso.
Aprovechándose de nuestro silencio.
¿O acaso creen que cuando soltaron a los presos en Venezuela fue casualidad?
¿O que llegaran acá miles de delincuentes con prontuario y cero control migratorio fue solo “error”?
¡Miren cómo estamos ahora!
Asesinos y narcos dando vueltas como perros por nuestras calles.

¿Estamos dispuestos a entregar nuestra libertad?
¿A que nos quiten el secreto bancario?
¿A que el Estado decida cómo vivimos, qué opinamos y cuánto podemos tener?

Chile no necesita más experimentos ideológicos.
Necesita gestión real, liderazgo con coraje y decisiones firmes.
Porque si seguimos votando con la emoción y no con la razón, vamos a perder lo poco que aún nos queda.

Despierta.
El futuro de Chile está en juego.
Y nosotros somos los únicos que podemos frenarlo.
No se lo dejemos a otros.
Está en nuestras manos.

Sígueme si estás de acuerdo @chrismora.cl",https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
alejandrobarber_garcia,👏👏👏👏👏👏👏👏👏👏👏👏,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
csergiofelipe,GRANDE JAK EMPERATOR. ....🛡️🛡️🛡️,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
musicarlos_producer,Su contrincante dice que hay que sacar a los presos de alta peligrosidad y hacerlos hacer trabajos comunitarios. Y así y todo muchos vam a votarla. Increíble. ...así estamos,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
hectorelias1955,KAST Presidente,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
chileno761,👏👏👏👏👏,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
alli_pocket,Uniforme para todos y zapatos crocs baratos. Para que todos sean iguales,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
jasminavegacamus,VotaKastVotaKastVotaKastVotaKastVotaKastVotaKastVotaKastVotaKastVotaKastVotaKastVotaKastVotaKastVotaKastVotaKastVotaKastVotaKastVotaKastVotaKastVotaKastVotaKastVotaKastVotaKastVotaKastVotaKastVotakast✌🏻,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
eva_dea11,Les sale más económico enviarlos a cárceles chinas que están casi vacías que pagar en cárceles chilenas. Y de paso menos delincuentes en la puerta giratoria.,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
elvisorta,Recuperar las cárcel es poner a trabajar al poco de presos que hagan algo productivo para la sociedad que se gane la comida,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
0ct0ber.27,Vamos que se puede💪,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
fernando.olavarria_,@0ct0ber.27 No podrá denuevo,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
flores_callendo,Que sea como el de bukeli el mismo estilo y trato que tienen los presos y que las condenas igual sean de 100 años,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
aurora.montecinos,🇨🇱💪💪💪💪 JEANNETTE JARA PRESIDENTA 💪💪💪💪🇨🇱,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
rubia_estrada,Vamos mi PRESIDENTE KAST 🇨🇱🇨🇱🇨🇱🇨🇱🇨🇱,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
rodolfovalentin40,Sin trabajos comunitarios ?,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
rodry_fariasg,amamos a nuestro futuro presidente de chile,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
nisesnis,Kast presidente 🇨🇱,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
bernarditaserranos,👏👏😍😍😍👏👏👏,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
go_nzalo9435,Si sin comida a los reos 👏👏👏👏👏,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
robert_spears_bob,🙌 💪 💪 💪 👏🙌👏 KAST🇨🇱🇨🇱🇨🇱,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
12 354 Me gusta,,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
Más publicaciones de equipokast,,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
Español (España),"Inicio
Búsqueda
Explorar
Reels
Mensajes
Notificaciones
Crear
Perfil
Más
También de Meta",https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
Mensajes,Mensajes,https://www.instagram.com/p/DMYZkv9vquR/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
