Usuario,Comentario,url_instagram
"joseantoniokast
y
rodolfocarterfernandez
Audio original
joseantoniokast
 4 sem
En 2019 una familia emprendedora perdió a dos de sus hijos en un asesinato cruel y absurdo a manos de asaltantes. Hoy su hermana sigue exigiendo justicia.

Nuestro compromiso es claro: en Chile esto no puede seguir ocurriendo. No podemos seguir permitiendo que los delincuentes vivan con impunidad mientras las familias viven con miedo.

Con el #PlanImplacable vamos a recuperar el control, endurecer las penas y proteger a los inocentes.
maryvalcar7
 4 sem
Con toda la convicción en noviembre ❤️ ✨ 🫰
23 Me gusta
Responder
Ocultar todas las respuestas
ma______________be
 4 sem
En noviembre gana la presidencia ojitos de piscina 😍❤️🙌
66 Me gusta
Responder
rub_moments
 4 sem
Un grande 🇨🇱
3 Me gusta
Responder
alex_arevalo09
 4 sem
Chile necesita a José Antonio Kast como Presidente!🇨🇱🇨🇱
126 Me gusta
Responder
Ocultar todas las respuestas
iamnotcomunist_yet
 4 sem
@alex_arevalo09 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
4 Me gusta
Responder
tonio.fuentes
 4 sem
@alex_arevalo09 wn ridículo
Responder
retinolover
 3 sem
@alex_arevalo09 No puede gobernar alguien que no sabe cómo funciona el ciclo del agua, materia de 4 básico po perkin.
Responder
yachinlev2024
 4 sem
Mi alcalde favorito 🔥
26 Me gusta
Responder
Ocultar todas las respuestas
javier.riquelme_
 4 sem
Lo dejaste seco
2 Me gusta
Responder
gloriaquilaman
 3 sem
👏👏👏👏 Excelente Kast
3 Me gusta
Responder
jo_valdi
 4 sem
Excelente, cuanto suma Carter a la candidatura 🇨🇱
113 Me gusta
Responder
Ocultar todas las respuestas
cami.flor.es
 4 sem
@jo_valdi 😂😂
9 Me gusta
Responder
javier.riquelme_
 4 sem
@jo_valdi Desde que se sumo Carter, la aprobación de Kast a aumentado -3% 😍
14 Me gusta
Responder
iamnotcomunist_yet
 4 sem
@jo_valdi 😂😂😂😂😂😂😂😂😂
3 Me gusta
Responder
nuwosamu
 4 sem
@jo_valdi en que suma
2 Me gusta
Responder
mi_reyes_coreanos
 4 sem
@jo_valdi el wn que se cree alemán.?? Super chileno
1 Me gusta
Responder
soy_unatortuguita_
 3 sem
Mucho botox en este comercial
2 Me gusta
Responder
daniel.esteban_g
 4 sem
👏🏻 Excelente #kast2026🇨🇱
9 Me gusta
Responder
mestelamuro
 4 sem
grande mi presidente🙌👏
6 Me gusta
Responder
erik.araneda
 4 sem
@joseantoniokast y @rodolfocarterfernandez ministro del interior. Equipazo!
3 Me gusta
Responder
jonatan.animador
 3 sem
Necesitamos recuperar Chile 🇨🇱
3 Me gusta
Responder
daniksa.cs
 3 sem
Botón me DIVIERTE ACTIVADO😂
3 Me gusta
Responder
_.spectrvm_tattoo._
 4 sem
6 años de botox
12 Me gusta
Responder
hector.garcesch
 4 sem
@joseantoniokast lo único que necesito, es que baje la delincuencia y se ponga mano duro a quienes hoy no nos dejan andar por la calle tranquilos. No pido a su gobierno una casa, ni un bono, o que suban el sueldo, solo pedimos seguridad para poder vivir con nuestra familia más tranquilos y poder trabajar día a día ❤️
35 Me gusta
Responder
Ocultar todas las respuestas
j4vier_bj8.2
 4 sem
@hector.garcesch 😂😂😂😂😂
2 Me gusta
Responder
andreveroaguilar
 4 sem
@hector.garcesch 👏👏👏👏
1 Me gusta
Responder
andreveroaguilar
 4 sem
@j4vier_bj8.2 infeliz
2 Me gusta
Responder
franj.db
 4 sem
@hector.garcesch persona con privilegios que piensa en su ombligo y no en la sociedad en la que habita
1 Me gusta
Responder
hector.garcesch
 4 sem
@franj.db 😂😂😂 eres de las que le gusta todo regalado? Tengo 0,0 privilegios, no tengo ni casa 😂 y me atiendo en el sistema de salud público, donde muchas veces hay funcionarios que no hacen bien su pega 🤣
Responder
ilonkavalzka
 4 sem
🇨🇱🇨🇱
2 Me gusta
Responder
fernaruz
 4 sem
Yo voto por Kast , y espero verlo en el gobierno Alcalde .🙌
2 Me gusta
Responder
auroraelizabeth.maldonadomunoz
 3 sem
GRANDE KAST VAMOS QUE SE PUEDE.!!
5 Me gusta
Responder
crazynurse2019
 3 sem
Quiero orden y seguridad, progreso con crecimiento económico, más y mejor trabajo para todos, control de las fronteras, basta de abuso por parte del Estado, basta de romantizar la Narcodelincuencia, el terrorismo... Jara no representa NADA de lo que yo quiero para mí, para la familia ni para el país!!! Obvio votaré por el mejor preparado, con gran trabajo en equipo y excelentes propuestas, o sea por Kast y Republicanos 👌🏻
1 Me gusta
Responder
caarla_andreea
 3 sem
🇨🇱kast🔥🙌
3 Me gusta
Responder
mariajosemunoz.castro
 4 sem
Vamos kast presidente 👏👏 y carter en su equipo!!!
60 Me gusta
Responder
Ocultar todas las respuestas
seb_starr
 4 sem
@mariajosemunoz.castro Se dan duro vuelta y vuelta 🔥🔥
2 Me gusta
Responder
vale_sil.go
 4 sem
😂😂😂
1 Me gusta
Responder
auroraelizabeth.maldonadomunoz
 3 sem
EXELENTE INFORMACIÓN CARTER!!
2 Me gusta
Responder
jawsker
 4 sem
republicanos en 6 años ellos no han hecho nada por esa familia? ni una propuesta de ley en el congreso?
41 Me gusta
Responder
Ocultar todas las respuestas
joe__aedo__
 4 sem
@jawsker no seguirán haciendo nada ...
2 Me gusta
Responder
einii_dastee
 4 sem
Voten por Kast, no por una candidata que cree que Cuba es libre 🔥🔥🔥
78 Me gusta
Responder
Ocultar todas las respuestas
anzu_szgo
 4 sem
@einii_dastee y a usted en que le influye la realidad de Cuba? Eso déjeselo a sus habitantes
4 Me gusta
Responder
cony_1519
 4 sem
@einii_dastee ella va a gobernar en Chile no en Cuba señores. Chile es un país democrático y ella se basa en un comunismo mucho mas social y democrático
12 Me gusta
Responder
franj.db
 4 sem
@einii_dastee jamás por Kast, no queremos una nueva dictadura en Chile 🇨🇱
6 Me gusta
Responder
pao.haru
 4 sem
@einii_dastee mejor que querer indultar a un viejo que pateaba embarazadas, sabias eso cierto? tu candidato quiere defender los derechos de los de punta peuco
1 Me gusta
Responder
veritoxx_meza89
 4 sem
Jajajajaja que buena imaginación
Responder
veritoxx_meza89
 4 sem
@franj.db 😂😂😂😂😂😂 mejor ir hacer cola para que te den comida 😂
1 Me gusta
Responder
veritoxx_meza89
 4 sem
@franj.db habla por ti solito
1 Me gusta
Responder
veritoxx_meza89
 4 sem
😂😂😂😂😂 igual que el burric , porque tú crees que el quería cambiar la constitución? Por lo mismo el quería hacer las mismas cagadas que maduro , si usted supiera un poquito más o averiguara se daría cuenta de eso , pero ella le cree a la jara que es democrática y que te parece que ella quiera combatir el narcotráfico con amor y sacar a los presos de alta peligrosidad a hacer trabajo comunitario 😂😂😂😂😂
Responder
marcela_scristina
 4 sem
Viva ! Plan Implacable👏🇨🇱🇨🇱🇨🇱 bien Carter!🙌🇨🇱👏👏
3 Me gusta
Responder
edulegis
 4 sem
Como lo harán ? “Necesitamos de 2 a 5 familias que hayan tenido un suceso trágico, las contactamos, les ofrecemos “solución “ y las usamos de campaña !” Terrible
20 Me gusta
Responder
Ocultar todas las respuestas
josabet_diaz
 4 sem
@edulegis 🥴🥴 amigo para eso se hacen planes como gobierno !!! Para poder combatir la delincuencia!! Las soluciones no llegan rápido , pero si o si hay que empezar por algo ... Y eso es lo que propone Kast entre otros candidatos ... Bueno la jara quiere combatir con amor
13 Me gusta
Responder
nancyaravenaneira1
 4 sem
@josabet_diaz 🙌#planimplacable con @joseantoniokast la hacemos💪🏼 gracias @rodolfocarterfernandez por ser parte del @p_republicano 😜💪🏼👏🏼👏🏼👏🏼🇨🇱🇨🇱🇨🇱
5 Me gusta
Responder
princess.kingdom
 4 sem
@edulegis se necesitan testimonios reales para soluciones reales. Ud, si quiere se va a bailar cumbia y combatir “con amor” los problemas que tenemos.
20 Me gusta
Responder
santa_mendez
 4 sem
@edulegis terrible es que esas familias existan y hayan pasado por ese dolor por culpa de autoridades sin pantalones ni capacidad para parar la delincuencia desbordada !!
3 Me gusta
Responder
anzu_szgo
 4 sem
@josabet_diaz siii derribando animitas narco se acaba todo xd
1 Me gusta
Responder
josabet_diaz
 4 sem
@anzu_szgo no la verdad no pero se hace algo ! No se les trata con amor .... Porque nadie de esos delincuentes te trata con amor cuando te roba o te mata o si ? Donde estan los derechos humanos de las víctimas ?? A no verdad que solo importan las de los delincuentes ... Por algo se empieza !!
1 Me gusta
Responder
josabet_diaz
 4 sem
@anzu_szgo aparte que esas animitas no eran una casita pequeñita como las que acostumbramos a ver eran paredes o sectores que se tomaban a los cuales los vecinos no podían entrar !!
1 Me gusta
Responder
naborcv
 4 sem
@anzu_szgo peor es no hacer nada ....pastel!!
1 Me gusta
Responder
sebastian.ar.gon
 3 sem
Ella pide justicia desde el 2019, ojalá lo logre. Te parece hacer un video asi por las miles de familias que aun esperan justicia desde hace mas de 50 años por sus asesinados, torturados y desaparecidos por la dictadura que @joseantoniokast apoyó para que continuara?
3 Me gusta
Responder
cecilia.tardon
 3 sem
JARA PRESIDENTA👏👏👏🇨🇱🇨🇱🇨🇱
1 Me gusta
Responder
patriciasapiain
 4 sem
Vamos con fuerza Sr Cárter Ud suma mucho en el triunfo😍😍😍😍
4 Me gusta
Responder
yan_gabriel4078
 4 sem
🇧🇷🇨🇱 ¡Rumbo a la victoria KAST 2025 en las elecciones presidenciales!
55 Me gusta
Responder
Ocultar todas las respuestas
j4vier_bj8.2
 4 sem
@yan_gabriel4078 😂
1 Me gusta
Responder
qullir_usu_evelyn
 4 sem
@j4vier_bj8.2 este anda con ganas de reírse de todos los comentarios, ya sabemos de que partido es 😒
Responder
carmbli_
 4 sem
que pena ver tanta ignorancia en los comentarios
9 Me gusta
Responder
_.enzo23
 4 sem
Jara presidenta 🇨🇱
1 Me gusta
Responder
subercaseauxjuan
 3 sem
VOTA KAST, Próximo Presidente de Chile 🇨🇱
2 Me gusta
Responder
claudia.ortuzar__sh
 4 sem
Hay tantas razones,hay tantos motivos para darle el voto a don José Antonio kast, aquí está la recuperación de nuestro país, aquí la fe y la esperanza de volver a tener un país prospero y tranquilo!! Deseo de todo corazón que está vez la gente vote a conciencia y no por ideoogia
243 Me gusta
Responder
Ocultar todas las respuestas
joe__aedo__
 4 sem
@claudia.ortuzar__sh además darle el voto por cambiar la edad de jubilación !! Kast no será presidente !!!
6 Me gusta
Responder
vincet_laww
 4 sem
@claudia.ortuzar__sh te va a mandar la cocina Kast a hacer unos sanguches decrebrada
5 Me gusta
Responder
claudia.ortuzar__sh
 4 sem
Vicente, usar el c3r3bro, no es ile// gal, úsalo sin miedo
2 Me gusta
Responder
claudia.ortuzar__sh
 4 sem
Oye,la mascarilla no está permitiendo oxigenarte, sacatela,así podrás activar la única neur@na que tienes
2 Me gusta
Responder
claudia.ortuzar__sh
 4 sem
@joe__aedo__ señora, José Antonio kast,será nuestro próximo presidente, sino le gusta, entonces, prepare sus maletas, destinos, varios, Cuba, Venezuela, Nicaragua, México, Colombia y Bolivia
2 Me gusta
Responder
kingramses.ll
 4 sem
@claudia.ortuzar__sh cómo dijo el profe maza, los que votan por kast no tienen el cerebro conectado
3 Me gusta
Responder
claudia.ortuzar__sh
 4 sem
@kingramses.ll el comunismo,no necesita convencer a los INTELIGENTES para conseguir votos, les basta con engañar a W como Miguel
3 Me gusta
Responder
claudia.ortuzar__sh
 4 sem
@kingramses.ll un pueblo IG, suele elegir un presidente IG ( Gabriel Boric)
1 Me gusta
Responder
claudia.ortuzar__sh
 4 sem
@kingramses.ll cuando un pueblo es oveja, cualquier 🐕‍🦺 es pastor
Responder
joe__aedo__
 4 sem
@claudia.ortuzar__sh exacto , pienso igual .. podría leer e informarte ... Como las propuestas nefastas que tienes para el país ...imaginate que piensa que el agua de los ríos se pierde .. lea señora .. le haría bastante bien
3 Me gusta
Responder
claudia.ortuzar__sh
 4 sem
@joe__aedo__ Chile, país dónde el adoctrinamiento ideológico ( comunismo) es bru//tal
Responder
franj.db
 4 sem
@claudia.ortuzar__sh la consciencia esta con Jara, no con 3 posibles golpistas… que amenazan la tranquilidad de nuestro país 😢
1 Me gusta
Responder
pao.haru
 4 sem
@claudia.ortuzar__sh la que no está recibiendo oxigeno eres tú. Tu amado candidato quiere indultar a Miguel Krassnoff un agente que torturo a muchas personas incluida a embarazadas. Osea en teoria usted avala la violencia? sigue pensando que al resto le falta oxigeno o reconoce que le falta a usted. Mentiras no estoy diciendo busquelo y averigue las razones del porque esta preso en punta peuco por jugar a las canicas no creo. Saludos 😇
2 Me gusta
Responder
Mostrar más respuestas
fwelling86
 4 sem
Jara presidenta 🇨🇱
87 Me gusta
Responder
Ocultar todas las respuestas
andreveroaguilar
 4 sem
😂😂😂😂😂
7 Me gusta
Responder
__.xllisxn.__
 4 sem
se metía con el físico y tu ni foto tienes XD
2 Me gusta
Responder
patriciasapiain
 4 sem
Jajajajajaja
Responder
kanitobkn
 4 sem
🤔🤔🤔🤔
Responder
ma_qqqqqqqq
 4 sem
Anda al ig de ella entonces 😂
2 Me gusta
Responder
ignacio_i_e
 2 sem
Jara apoya a los ladrones nunca
Responder
rod_ferrers
 4 sem
La pobreza en chile aumentó, teníamos un 6,5%, con un gobierno de izquierda pasamos a un 22,3%, No podemos permitir que siga gobernando la izquierda, Chile hoy necesita con urgencia Kast Presidente 🇨🇱
110 Me gusta
Responder
Ocultar todas las respuestas
j4vier_bj8.2
 4 sem
Oye es por la nueva medición y es la más baja comparando los años 2017-2018
45 Me gusta
Responder
carmbli_
 4 sem
entendiste los datos al revés xd
24 Me gusta
Responder
j4vier_bj8.2
 4 sem
Esta actualización también modificó las cifras históricas: para 2017 y 2018, la pobreza ajustada subiría a 24,2% y 32,2%, respectivamente.
11 Me gusta
Responder
fglb21
 4 sem
@j4vier_bj8.2 esa nueva medición no tiene sentido. Con respecto a que? Los demás países como miden? La nueva medición entonces busca mostrar más pobreza?
2 Me gusta
Responder
anzu_szgo
 4 sem
Hágase un favor, analice la información y borre su comentario que hace el ridículo
11 Me gusta
Responder
cony_1519
 4 sem
Aprenda a leer mejor, la pobreza bajo, se utiliza una escala de medición mucho más completa y que evalúa otros parámetros que ante no se utilizaban. Lea la noticia completa y no solo el titular..
11 Me gusta
Responder
barbiejavita
 4 sem
😂😂😂😂 Uno q se queda con los titulares y no lee absolutamente nada, que vergüenza me daría publicar weas
4 Me gusta
Responder
veritoxx_meza89
 4 sem
@anzu_szgo aquí la única que hace el ridículo es usted , trate de buscar su cerebro que se le cayó
Responder
sebastian.ar.gon
 3 sem
@barbiejavita con los candidatos que apoyan que esperas? 😂😂
Responder
bite.the_pain
 3 sem
Cada 4 años la derecha se alimenta de la delincuencia para ganar votos y legislar a favor de sus amigos empresarios. De verdad creen que les conviene acabar de verdad con su única fuente de ingresos? (Narcotráfico, colusión, tráfico de influencias, pedofilia, violaciones, etc)
2 Me gusta
Responder
jotanan_23
 4 sem
Ni mientan señores, piñera ofreció lo mismo y dejo entrar a los mayores criminales de la historia de chile. Que la derecha pare de mentir
33 Me gusta
Responder
Ocultar todas las respuestas
joe__aedo__
 4 sem
De eso se no se acuerdan los olvidones
5 Me gusta
Responder
gvnfrnco
 3 sem
con Piñera entraron casi 23 mil extranjeros ilegales en su último periodo como presidente contando todos los años… por otro lado con burric, entraron 125 mil en un par de años… lo que Kast propuso para evitar eso en 2019 fue no tomado en cuenta, ahora literalmente lo mismo es lo que está intentando de hacer burric en la frontera… “olvidones”
Responder
javier.riquelme_
 4 sem
Conoces la palabra Jeanette Jara?
63 Me gusta
Responder
Ocultar todas las respuestas
andreveroaguilar
 4 sem
@javier.riquelme_ si es sinónimo de DESEMPLEO Y MISERIA
21 Me gusta
Responder
jeann_etteparedes
 4 sem
@javier.riquelme_ comunismo = igualdad en pobreza
11 Me gusta
Responder
joe__aedo__
 4 sem
@andreveroaguilar sinónimo de derechos para ti y tú familia
11 Me gusta
Responder
javier.riquelme_
 4 sem
@jeann_etteparedes Avísale a los chinos
2 Me gusta
Responder
camilorey230
 3 sem
@javier.riquelme_ , La que anda con la polera del perro matapaco, esa ??
1 Me gusta
Responder
sebastian.ar.gon
 3 sem
Esa misma, que buena polera 🔥saludos bot!
3 Me gusta
Responder
javier.riquelme_
 3 sem
@sebastian.ar.gon Conoces la palabra: me comí a tu polola?
Responder
sebastian.ar.gon
 3 sem
@javier.riquelme_ awww nanai 😂😂 hay hartos bots por acá 😂
Responder
antieduardo
 4 sem
Payaso
6 Me gusta
Responder
Ocultar todas las respuestas
_.christiiaan
 4 sem
🇨🇱🇨🇱🇨🇱🇨🇱🙌🙌🙌🙌
2 Me gusta
Responder
torreblancajuancarlos
 4 sem
Vamos Kast!!!!
2 Me gusta
Responder
vi_jordao
 4 sem
😍😍🙌🙌🇨🇱🇨🇱🇨🇱
2 Me gusta
Responder
femme_nini
 4 sem
Y la traición que le hiciste a Jeanette Fernández?
3 Me gusta
Responder
pao_apenac
 4 sem
Te Apaño 💯Gaby @gabyalvarezvargas fue atroz para todos y que se haga justicia!! Te comprendo tanto!! Nosotros tbn lo vivimos como familia y es demasiado entristecer ver que pasa cosas y nadie se hace cargo!! Un Abrazote Gaby para ti, Gabriel, la Cecy Benja y toda tu familia amiga!! 😔 UN Abrazote a la Distancia y muchos Cariños c
2 Me gusta
Responder
luis_mi.7
 4 sem
Parisi tiene mejor plan de gobierno 🇨🇱🇨🇱🇨🇱
Responder
Ocultar todas las respuestas
gonzalolizasoainc
 4 sem
Vamos que se puede Chile
9 Me gusta
Responder
solo.dime_davo
 4 sem
Por los olvidados, los caidos y los golpeados, los que derramaron sangre injustamente a manos de un pais que no tiene cojones de asumir la decadencia de seguridad que tiene... aguante todo el equipo que esta detras de jose antonio, carter aporta mas de lo que los medios lo critican, confio en ellos porque vivi rodeado de la delincuencia, no solo la de las calles, sino de los operadores politicos que se llenaban el bolsillo a costa nuestra. Como dice la cancion... ""muchachos, ahora nos volvimos a ilusionar"" ❤️🙌 la tercera es la vencida ❤️
9 Me gusta
Responder
raquel.martinez.57
 4 sem
Yo también le voy a dar el voto a él pero la preocupación dicen que la jara será presidente y eso me tiene muy preocupada 😢
2 Me gusta
Responder
Ocultar todas las respuestas
maacaagv
 4 sem
yo igual 😢 pero hay que confiar en el voto obligatorio 🙌
2 Me gusta
Responder
andreveroaguilar
 4 sem
Los medios zurdos la quieren convertir en Bachelet 3...no les crea
Responder
arielmontecino90
 4 sem
@andreveroaguilar sobre todo tvn
Responder
diegoo.oo_
 4 sem
Aguante Jara Presidenta 🇨🇱🇨🇱🇨🇱
3 Me gusta
Responder
joe__aedo__
 4 sem
De que tiene miedo señora ?? Recuerde que donde se ha matado más gente es en la dictadura.. señora infórmese, lea para que vea como va mejorando el pais..
2 Me gusta
Responder
_claudivine_
 4 sem
@diegoo.oo_ 😢
Responder
raimoraleschile
 4 sem
Evelyn es mejor opción 🇨🇱🇨🇱🇨🇱
4 Me gusta
Responder
Ocultar todas las respuestas
aries_sarany
 4 sem
@raimoraleschile vamos Evelyn 🇨🇱
1 Me gusta
Responder
crazynurse2019
 3 sem
Grande Rodolfo Carter 👏👏👏. Eres un gran aporte al equipo de JA Kast!!!
1 Me gusta
Responder
karin_figueroa_77
 4 sem
Grande se que serán un equipo extraordinario. Dos grandes al servicio de Chile sin duda Dios nos ama. Levanta hombres nobles qué dicen Si a este gran desafío.
6 Me gusta
Responder
consuelo.m.jimenez
 4 sem
🇨🇱SEÑOR CÁRTER LO ESPERO PARA LAS PRÓXIMAS ELECCIONES YO SE QUE USTED SALDRÁ HIZO MUCHO EN LA COMUNA UN ABRAZO CARIÑOSO 🌺🌺🌺🌺🥰🥰🥰🥰
2 Me gusta
Responder
rodrigo_alimentos_nutricion
 4 sem
👏👏👏👏 debemos recuperar nuestro país.
3 Me gusta
Responder
Ocultar todas las respuestas
hablando_sin_temor
 4 sem
Vamos presidente 💪 🔥👏👏
8 Me gusta
Responder
pilarpardoacevedo
 4 sem
Así es, queremos a nuestro CHILE 🇨🇱 de vuelta !!!!
8 Me gusta
Responder
somelow.jpg
 4 sem
los que somos creyentes tenemos la misma esperanza ❤️‍🩹 kast es el presidente que chile necesita aunque muchos chilenos no lo merezcan...
7 Me gusta
Responder
thesdfg123
 4 sem
Gracias Presidente Kast, gracias a usted Israel encontrará por fin la paz en la Patagonia!!!
3 Me gusta
Responder
svenzla
 4 sem
El señor del botox se unió a kast 😅😅nah que fome… Vamos kast pero este sujeto no le hace bien a republicanos…
Responder
josefariveros45
 4 sem
Kast 🇨🇱 👏🙌🙌
6 Me gusta
Responder
valentina_alessandrini
 4 sem
👏👏👏👏👏 vamos a derrotar a esta izquierda
1 Me gusta
Responder
_danipaez
 4 sem
En la campaña que venga deberían mostrar todos los rostros de los fallecidos a mano de la delincuencia desatada, espero que se aplique lo de bukele sin miedo, si hay orden hay progreso, y habrá respaldo de los chilenos.
1 Me gusta
Responder
benjamin_riquelme_santos_
 4 sem
👏
1 Me gusta
Responder
chechogodoym
 4 sem
Cuantas victimas mas por culpa de estos inoperantes que nos gobiernan !!!’
5 Me gusta
Responder
paulacortesgonzalez
 4 sem
Seco Rodolfo Carter, me encantas y me gustaría más verte en el gobierno junto a nuestro futuro presidente @joseantoniokast , de ser así....recuperamos Chile! 🇨🇱
2 Me gusta
Responder
polite.alexandra
 4 sem
Te apaño por siempre JAK ! Pero que hay de los niños ? Plan para protección a los niños e infantes, abusos, homicidios, violaciones, trata de niños de órganos, SENAME .. son los más vulnerados y desvalidos. Ellos el futuro de Chile, esto pasa en todo el mundo. Alguien que abogue por ellos?? 🇨🇱🙏🏻👶🏻🧒🏻👧🏻
1 Me gusta
Responder
amaneciconsed_cl
 4 sem
😂😂😂😂
1 Me gusta
Responder
milt.on1397
 4 sem
No le alumbre mucho que se le va derretir la cara 😂
2 Me gusta
Responder
chechogodoym
 4 sem
👏👏👏👏👏👏
4 Me gusta
Responder
vicowanderlust
 4 sem
Chile para los chilenos no delincuentes o ilegales 🇨🇱🇨🇱🇨🇱🇨🇱
6 Me gusta
Responder
claudio.herrera.gomila
 4 sem
👏👏👏👏👏❤️❤️❤️❤️❤️❤️❤️❤️
5 Me gusta
Responder
luz_f7
 4 sem
Vamos @joseantoniokast por un Chile digno🇨🇱
19 Me gusta
Responder
fjzb
 4 sem
Como recodar esa noche, iba pasando camino a mi casa y vi esa tragadia
1 Me gusta
Responder
ana_acosta74
 4 sem
👏👏👏👏👏👏👏👏👏👏🇨🇱😍
2 Me gusta
Responder
jennifervenegasl
 4 sem
Kast 🇨🇱🙏🏻
1 Me gusta
Responder
andrewlacqua
 4 sem
🙌🇨🇱👏
1 Me gusta
Responder
lanadiamatus
 4 sem
Vamos 👏👏🙌🙌 A Recuperar Chile
1 Me gusta
Responder
victor.gutierrezrodriguez.10
 4 sem
Vamos Kast presidente de chile
7 Me gusta
Responder
josemiguelbolados
 4 sem
👏👏👏
4 Me gusta
Responder
seergiolmt
 4 sem
Kast 2026 🔥🔥
2 Me gusta
Responder
maric2609
 4 sem
👏👏
4 Me gusta
Responder
marisolcarminerojas
 4 sem
💔💔💔
3 Me gusta
Responder
marcia.escobar.g23
 4 sem
💔😔
2 Me gusta
Responder
jazminsalazararriagada
 4 sem
😢😢😢😢
2 Me gusta
Responder
camilalamosg
 4 sem
❤️❤️❤️🇨🇱🇨🇱🇨🇱
3 Me gusta
Responder
abreuevioleth
 4 sem
🔥
2 Me gusta
Responder
nacho.lagos8
 4 sem
👏
3 Me gusta
Responder
parys.mph
 4 sem
Grande presi👏
2 Me gusta
Responder
danicespedesp
 4 sem
👏👏👏👏
2 Me gusta
Responder
diego_jorqueera
 4 sem
Hay equipo
2 Me gusta
Responder
elnicogonzalez
 4 sem
👏 👏 👏 👏 👏 👏 👏
2 Me gusta
Responder
cataluli.a
 4 sem
Cuanta razón, totalmente cierto 👏👏👏🇨🇱🇨🇱🇨🇱🇨🇱
2 Me gusta
Responder
nelsonrc_mtb
 4 sem
🙌👏
5 Me gusta
Responder
kriss_ortuzar
 4 sem
😂😂😂😂😂😂😂
Responder
kriss_ortuzar
 4 sem
En cualquier momento ponen a los vengadores
1 Me gusta
Responder
hablando_sin_temor
 4 sem
😢
Responder
luciano.nmo
 4 sem
😢
Responder
yaritha.andrea
 4 sem
Lo siento, me cambié .... Que gane el mejor ✌🏻
Responder
javier.riquelme_
 4 sem
Apelar a las emociones. Eso!! Bien Carter, estás aprendiendo de tu papi Kast
1 Me gusta
Responder
shishigaaang_
 4 sem
Vamos kast
2 Me gusta
Responder
nicolasmetayer
 4 sem
👏🏻👏🏻 @rodolfocarterfernandez
2 Me gusta
Responder
mary_cid_munoz
 4 sem
😢😢😢
Responder
acostasalinasstephany
 4 sem
🇨🇱🇨🇱🇨🇱🇨🇱👏👏👏👏👏
1 Me gusta
Responder
seergiolmt
 4 sem
🇨🇱🇨🇱🇨🇱
1 Me gusta
Responder
seergiolmt
 4 sem
VAMOS 🇨🇱🇨🇱🇨🇱
1 Me gusta
Responder
comunista_callampero
 4 sem
👏👏👏👏👏
Responder
merken200
 4 sem
candidato! mandeme un saludo porfaa
Responder
espinozapallacan
 4 sem
🇨🇱vamos x el cambio kast 2026
Responder
aliqueoli
 4 sem
Lo recuerdo 😢
Responder
abarca1890
 4 sem
la vida real, de todos los días🇨🇱 Dios los escuche
Responder
krn.ncl
 4 sem
👏👏👏
Responder
pipe_andres_sandoval_
 4 sem
Tremendo equipo Kast 🇨🇱🇨🇱 yo voto por Kast presidente 2026
Responder
rorroolave
 4 sem
Carter, que pasó con las luquitas de la Muni? Con los familiares contratados?
Responder
zoeebrc
 4 sem
👏👏🇨🇱
Responder
nico.diaz30
 4 sem
Ojalá llegar al chile 🇨🇱 de los 90 al 2010 sus mejores años de crecimiento y empleos a elegir
Responder
Este reel tiene 157 comentarios de Facebook.
6495 Me gusta
5 de julio
Más publicaciones de joseantoniokast
Meta
Información
Blog
Empleo
Ayuda
API
Privacidad
Condiciones
Ubicaciones
Instagram Lite
Threads
Subir contactos y personas no usuarias
Meta Verified
Español (España)
Afrikaans
العربية
Čeština
Dansk
Deutsch
Ελληνικά
English
English (UK)
Español (España)
Español
فارسی
Suomi
Français
עברית
Bahasa Indonesia
Italiano
日本語
한국어
Bahasa Melayu
Norsk
Nederlands
Polski
Português (Brasil)
Português (Portugal)
Русский
Svenska
ภาษาไทย
Filipino
Türkçe
中文(简体)
中文(台灣)
বাংলা
ગુજરાતી
हिन्दी
Hrvatski
Magyar
ಕನ್ನಡ
മലയാളം
मराठी
नेपाली
ਪੰਜਾਬੀ
සිංහල
Slovenčina
தமிழ்
తెలుగు
اردو
Tiếng Việt
中文(香港)
Български
Français (Canada)
Română
Српски
Українська
© 2025 Instagram from Meta
Inicio
Búsqueda
Explorar
Reels
Mensajes
Notificaciones
Crear
Perfil
Más
También de Meta",,https://www.instagram.com/reel/DLvE_W7RvFq/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
Audio original,Audio original,https://www.instagram.com/reel/DLvE_W7RvFq/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
maryvalcar7,Con toda la convicción en noviembre ❤️ ✨ 🫰,https://www.instagram.com/reel/DLvE_W7RvFq/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
ma______________be,En noviembre gana la presidencia ojitos de piscina 😍❤️🙌,https://www.instagram.com/reel/DLvE_W7RvFq/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
rub_moments,Un grande 🇨🇱,https://www.instagram.com/reel/DLvE_W7RvFq/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
alex_arevalo09,Chile necesita a José Antonio Kast como Presidente!🇨🇱🇨🇱,https://www.instagram.com/reel/DLvE_W7RvFq/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
